County,PQIDescription,RiskAdjRate_mean,ObsRate_mean,years_count,CtyPQIRate,CtyPhyRate,StPQIRate,StPhyRate,CtyMeanLengthStay,StMeanLengthStay,PQIRateComp,PhySupplyRateComp,z_risk,z_phys,priority_score
Alameda,Acute Composite,140.28,104.54,5,,,,,,,,,-0.23394010596406728,,
Alameda,Asthma in Younger Adults (Age 18-39),13.74,10.38,5,12.4,357.4,16.0,351.2,2.3,2.5,Low,High,-0.7097941317597858,1.981636198284216,-2.691430330044002
Alameda,COPD or Asthma in Older Adults (Age 40+),169.57999999999998,111.82000000000001,5,125.3,230.4,134.7,232.4,3.6,3.9,Low,Low,-0.12375737358051628,0.8007786291541351,-0.9245360027346514
Alameda,Chronic Composite,724.5600000000001,545.04,5,,,,,,,,,1.963246476870787,,
Alameda,Community-Acquired Pneumonia,70.2,51.7,5,58.7,138.7,88.5,133.3,4.2,4.5,Low,High,-0.49747614300977583,-0.051856324304356764,-0.44561981870541906
Alameda,Diabetes Composite,192.64000000000001,150.76,5,170.9,150.0,223.4,147.8,5.3,5.6,Low,High,-0.03704017874213091,0.053212105074934034,-0.09025228381706495
Alameda,Diabetes Long-term Complications,85.26,65.64,5,,,,,,,,,-0.44084297066519285,,
Alameda,Diabetes Short-term Complications,63.06,52.6,5,,,,,,,,,-0.5243261330854944,,
Alameda,Heart Failure,370.62,289.78000000000003,5,324.8,177.3,353.7,161.2,4.8,4.9,Low,High,0.6322541116887366,0.30704999198242405,0.3252041197063125
Alameda,Hypertension,46.9,32.82,5,36.3,179.1,49.0,161.5,3.1,3.0,Low,High,-0.5850958585229751,0.3237865559543463,-0.9088824144773213
Alameda,Lower-Extremity Amputation (Diabetes),31.439999999999998,24.66,5,,,,,,,,,-0.6432332319922481,,
Alameda,Overall Composite,866.2,649.5600000000001,5,,,,,,,,,2.4958840951235572,,
Alameda,Uncontrolled Diabetes,28.68,20.380000000000003,5,,,,,,,,,-0.6536122197526099,,
Alameda,Urinary Tract Infection,69.82000000000001,52.82000000000001,5,59.6,150.8,84.4,140.1,3.7,3.7,Low,High,-0.4989051340782314,0.0606505779513441,-0.5595557120295755
Alpine,Acute Composite,32.28,41.32000000000001,5,,,,,,,,,-0.6400744096303989,,
Alpine,Asthma in Younger Adults (Age 18-39),0.0,0.0,5,0.0,0.0,16.0,351.2,0.0,2.5,Low,Low,-0.7614634403928913,-1.3415015592519335,0.5800381188590422
Alpine,COPD or Asthma in Older Adults (Age 40+),0.0,0.0,5,0.0,0.0,134.7,232.4,0.0,3.9,Low,Low,-0.7614634403928913,-1.3415015592519335,0.5800381188590422
Alpine,Chronic Composite,63.64,80.58000000000001,5,,,,,,,,,-0.5221450414546938,,
Alpine,Community-Acquired Pneumonia,30.420000000000005,41.32000000000001,5,104.7,0.0,88.5,133.3,3.0,4.5,High,Low,-0.6470689448602078,-1.3415015592519335,0.6944326143917257
Alpine,Diabetes Composite,45.059999999999995,59.64000000000001,5,0.0,0.0,223.4,147.8,0.0,5.6,Low,Low,-0.5920151836965496,-1.3415015592519335,0.7494863755553839
Alpine,Diabetes Long-term Complications,28.04,40.0,5,,,,,,,,,-0.6560189415521142,,
Alpine,Diabetes Short-term Complications,16.68,19.619999999999997,5,,,,,,,,,-0.6987382534933134,,
Alpine,Heart Failure,14.0,20.94,5,104.7,0.0,353.7,161.2,4.0,4.9,Low,Low,-0.7088164010287372,-1.3415015592519335,0.6326851582231963
Alpine,Hypertension,0.0,0.0,5,0.0,0.0,49.0,161.5,0.0,3.0,Low,Low,-0.7614634403928913,-1.3415015592519335,0.5800381188590422
Alpine,Lower-Extremity Amputation (Diabetes),0.0,0.0,5,,,,,,,,,-0.7614634403928913,,
Alpine,Overall Composite,95.9,121.92,5,,,,,,,,,-0.40083122074843575,,
Alpine,Uncontrolled Diabetes,0.0,0.0,5,,,,,,,,,-0.7614634403928913,,
Alpine,Urinary Tract Infection,0.0,0.0,5,0.0,0.0,84.4,140.1,0.0,3.7,Low,Low,-0.7614634403928913,-1.3415015592519335,0.5800381188590422
Amador,Acute Composite,164.85999999999999,186.56,5,,,,,,,,,-0.14150694685185966,,
Amador,Asthma in Younger Adults (Age 18-39),4.1,2.725,5,0.0,403.8,16.0,351.2,0.0,2.5,Low,High,-0.7460453788648176,2.413067625115994,-3.1591130039808117
Amador,COPD or Asthma in Older Adults (Age 40+),145.7,124.25999999999999,5,197.7,148.9,134.7,232.4,3.1,3.9,High,Low,-0.21355818072451624,0.04298420486987039,-0.25654238559438663
Amador,Chronic Composite,693.28,726.14,5,,,,,,,,,1.8456179489200193,,
Amador,Community-Acquired Pneumonia,92.02000000000001,105.04,5,150.1,101.0,88.5,133.3,4.7,4.5,High,Low,-0.4154219716579299,-0.40239435860517603,-0.01302761305275385
Amador,Diabetes Composite,215.82,209.92,5,223.8,110.2,223.4,147.8,4.3,5.6,High,Low,0.05012827643366129,-0.3168519205264615,0.3669801969601228
Amador,Diabetes Long-term Complications,86.56,90.74,5,,,,,,,,,-0.43595431700994997,,
Amador,Diabetes Short-term Complications,100.85999999999999,84.9,5,,,,,,,,,-0.3821791268022784,,
Amador,Heart Failure,332.52,378.58000000000004,5,481.6,123.8,353.7,161.2,4.2,4.9,High,Low,0.48897895456200285,-0.1903978816274922,0.6793768361894951
Amador,Hypertension,47.019999999999996,44.54,5,51.0,123.8,49.0,161.5,3.3,3.0,High,Low,-0.5846445981855681,-0.1903978816274922,-0.39424671655807597
Amador,Lower-Extremity Amputation (Diabetes),23.0,25.119999999999997,5,,,,,,,,,-0.6749718757232096,,
Amador,Overall Composite,856.74,912.68,5,,,,,,,,,2.4603097385246357,,
Amador,Uncontrolled Diabetes,25.98,25.72,5,,,,,,,,,-0.6637655773442682,,
Amador,Urinary Tract Infection,72.74,81.5,5,104.8,105.9,84.4,140.1,2.9,3.7,High,Low,-0.4879244658679935,-0.356833712237165,-0.1310907536308285
Butte,Acute Composite,226.11999999999998,248.7,5,,,,,,,,,0.08886145539443173,,
Butte,Asthma in Younger Adults (Age 18-39),24.0,20.98,5,14.3,206.5,16.0,351.2,1.8,2.5,Low,Low,-0.6712113729114842,0.5785542519713875,-1.2497656248828717
Butte,COPD or Asthma in Older Adults (Age 40+),345.8,361.6,5,283.8,153.3,134.7,232.4,2.7,3.9,High,Low,0.5389184319017148,0.08389580569012522,0.4550226262115896
Butte,Chronic Composite,1171.7400000000002,1325.8,5,,,,,,,,,3.6448681242181036,,
Butte,Community-Acquired Pneumonia,114.12,126.55999999999999,5,117.0,80.0,88.5,133.3,3.5,4.5,High,Low,-0.3323148595188009,-0.5976542716109375,0.26533941209213663
Butte,Diabetes Composite,275.65999999999997,327.2,5,318.2,93.2,223.4,147.8,4.0,5.6,High,Low,0.2751567646873027,-0.47491946915017313,0.7500762338374758
Butte,Diabetes Long-term Complications,101.88000000000001,116.88,5,,,,,,,,,-0.3783434139343185,,
Butte,Diabetes Short-term Complications,93.12,116.25999999999999,5,,,,,,,,,-0.41128541856503203,,
Butte,Heart Failure,569.78,658.96,5,685.0,106.1,353.7,161.2,4.0,4.9,High,Low,1.3811958516719458,-0.3549740940180626,1.7361699456900084
Butte,Hypertension,107.62,122.72,5,107.9,108.3,49.0,161.5,2.9,3.0,High,Low,-0.3567581277950153,-0.33451829360793517,-0.022239834187080143
Butte,Lower-Extremity Amputation (Diabetes),37.94,46.04,5,,,,,,,,,-0.6187899637160337,,
Butte,Overall Composite,1401.02,1574.52,5,,,,,,,,,4.507076208890477,,
Butte,Uncontrolled Diabetes,58.82000000000001,67.96000000000001,5,,,,,,,,,-0.5402706650072097,,
Butte,Urinary Tract Infection,111.75999999999999,122.16,5,111.5,88.6,84.4,140.1,3.9,3.7,High,Low,-0.34118964615447267,-0.5176906881895305,0.1765010420350578
Calaveras,Acute Composite,203.38,258.03999999999996,5,,,,,,,,,0.0033476214557986547,,
Calaveras,Asthma in Younger Adults (Age 18-39),15.8,14.52,5,31.0,165.5,16.0,351.2,1.3,2.5,High,Low,-0.7020474959676316,0.19733251705537702,-0.8993800130230086
Calaveras,COPD or Asthma in Older Adults (Age 40+),194.62,192.06,5,198.5,55.8,134.7,232.4,3.4,3.9,High,Low,-0.029594383174914873,-0.8226680761223388,0.7930736929474239
Calaveras,Chronic Composite,620.3399999999999,737.1,5,,,,,,,,,1.5713268738327764,,
Calaveras,Community-Acquired Pneumonia,109.32000000000001,143.7,5,127.6,39.2,88.5,133.3,4.0,4.5,High,Low,-0.3503652730150823,-0.9770163883078454,0.6266511152927632
Calaveras,Diabetes Composite,157.3,173.04000000000002,5,177.0,39.2,223.4,147.8,4.3,5.6,Low,Low,-0.16993634810850275,-0.9770163883078454,0.8070800401993427
Calaveras,Diabetes Long-term Complications,74.38,87.84,5,,,,,,,,,-0.48175724125676406,,
Calaveras,Diabetes Short-term Complications,55.96,52.32000000000001,5,,,,,,,,,-0.5510257030487439,,
Calaveras,Heart Failure,302.7,381.44,5,377.5,46.3,353.7,161.2,4.6,4.9,High,Low,0.3768407607163547,-0.9109999415297071,1.2878407022460618
Calaveras,Hypertension,31.52,35.62,5,36.4,46.3,49.0,161.5,3.1,3.0,Low,Low,-0.6429323917673101,-0.9109999415297071,0.268067549762397
Calaveras,Lower-Extremity Amputation (Diabetes),18.96,24.56,5,,,,,,,,,-0.6901643070825797,,
Calaveras,Overall Composite,825.96,995.14,5,,,,,,,,,2.3445614619797315,,
Calaveras,Uncontrolled Diabetes,17.8,20.380000000000003,5,,,,,,,,,-0.694526490344181,,
Calaveras,Urinary Tract Infection,94.1,114.34,5,132.8,44.2,84.4,140.1,3.0,3.7,High,Low,-0.4076001258095413,-0.9305259328302832,0.5229258070207419
Colusa,Acute Composite,353.94,300.4,5,,,,,,,,,0.5695289247891587,,
Colusa,Asthma in Younger Adults (Age 18-39),7.720000000000001,6.3,5,15.9,123.8,16.0,351.2,2.0,2.5,Low,Low,-0.732432358686372,-0.1903978816274922,-0.5420344770588799
Colusa,COPD or Asthma in Older Adults (Age 40+),347.28000000000003,260.9,5,223.5,79.0,134.7,232.4,3.5,3.9,High,Low,0.5444839760630683,-0.6069523627064499,1.1514363387695181
Colusa,Chronic Composite,1094.02,918.5600000000001,5,,,,,,,,,3.352601845690813,,
Colusa,Community-Acquired Pneumonia,173.68,148.78,5,192.3,48.2,88.5,133.3,3.7,4.5,High,Low,-0.10833931205244249,-0.8933335684482334,0.7849942563957909
Colusa,Diabetes Composite,314.15999999999997,279.26,5,341.1,48.2,223.4,147.8,6.2,5.6,High,Low,0.41993612293872645,-0.8933335684482334,1.31326969138696
Colusa,Diabetes Long-term Complications,144.84,129.07999999999998,5,,,,,,,,,-0.21679221314259994,,
Colusa,Diabetes Short-term Complications,69.5,63.279999999999994,5,,,,,,,,,-0.5001084949779835,,
Colusa,Heart Failure,508.9,433.08000000000004,5,521.0,59.7,353.7,161.2,3.5,4.9,High,Low,1.15225644049411,-0.7864055208498403,1.9386619613439504
Colusa,Hypertension,56.720000000000006,45.94,5,24.8,59.7,49.0,161.5,6.0,3.0,Low,Low,-0.5481677209118327,-0.7864055208498403,0.23823779993800753
Colusa,Lower-Extremity Amputation (Diabetes),55.42,49.64,5,,,,,,,,,-0.5530563745670756,,
Colusa,Overall Composite,1447.8200000000002,1218.96,5,,,,,,,,,4.683067740479221,,
Colusa,Uncontrolled Diabetes,82.2,68.28,5,,,,,,,,,-0.45235010926907226,,
Colusa,Urinary Tract Infection,180.38,151.62,5,186.1,48.2,84.4,140.1,3.8,3.7,High,Low,-0.08314394321388308,-0.8933335684482334,0.8101896252343503
Contra Costa,Acute Composite,160.72,125.84,5,,,,,,,,,-0.1570754284924023,,
Contra Costa,Asthma in Younger Adults (Age 18-39),13.48,9.32,5,10.3,469.2,16.0,351.2,3.1,2.5,Low,High,-0.7107718624908343,3.021162782762508,-3.731934645253342
Contra Costa,COPD or Asthma in Older Adults (Age 40+),175.28,110.3,5,110.9,247.1,134.7,232.4,3.8,3.9,Low,High,-0.10232250755368204,0.9560567504491929,-1.058379258002875
Contra Costa,Chronic Composite,833.5,625.76,5,,,,,,,,,2.37291565318014,,
Contra Costa,Community-Acquired Pneumonia,85.4,64.08,5,77.2,146.4,88.5,133.3,4.1,4.5,Low,High,-0.4403165002715513,0.019738977131089262,-0.4600554774026405
Contra Costa,Diabetes Composite,226.34,163.84,5,172.2,158.2,223.4,147.8,5.4,5.6,Low,High,0.0896887660130114,0.12945645205813602,-0.03976768604512462
Contra Costa,Diabetes Long-term Complications,107.58,79.76,5,,,,,,,,,-0.35690854790748433,,
Contra Costa,Diabetes Short-term Complications,77.38,55.260000000000005,5,,,,,,,,,-0.47047573282158817,,
Contra Costa,Heart Failure,429.0,349.96,5,366.9,172.6,353.7,161.2,4.7,4.9,High,High,0.8517922658372592,0.26334896383351536,0.5884433020037438
Contra Costa,Hypertension,54.92,37.04,5,41.1,173.8,49.0,161.5,2.8,3.0,Low,High,-0.5549366259729381,0.2745066731481305,-0.8294432991210686
Contra Costa,Lower-Extremity Amputation (Diabetes),28.32,20.28,5,,,,,,,,,-0.654966000764831,,
Contra Costa,Overall Composite,993.04,751.62,5,,,,,,,,,2.972866271762793,,
Contra Costa,Uncontrolled Diabetes,27.26,19.1,5,,,,,,,,,-0.6589521337452598,,
Contra Costa,Urinary Tract Infection,75.03999999999999,61.739999999999995,5,63.0,160.9,84.4,140.1,3.4,3.7,Low,High,-0.47927530940102536,0.1545612980160198,-0.6338366074170452
Del Norte,Acute Composite,112.22,150.82,5,,,,,,,,,-0.339459814861079,,
Del Norte,Asthma in Younger Adults (Age 18-39),4.2,5.54,5,14.2,186.2,16.0,351.2,1.0,2.5,Low,Low,-0.7456693285836451,0.38980300273248464,-1.1354723313161297
Del Norte,COPD or Asthma in Older Adults (Age 40+),86.96000000000001,114.12,5,135.8,93.7,134.7,232.4,3.4,3.9,High,Low,-0.43445011588525984,-0.4702704236024169,0.03582030771715705
Del Norte,Chronic Composite,512.0,738.7,5,,,,,,,,,1.1639139992104583,,
Del Norte,Community-Acquired Pneumonia,75.2,106.1,5,123.6,62.3,88.5,133.3,3.4,4.5,High,Low,-0.4786736289511493,-0.762230484001508,0.28355685505035866
Del Norte,Diabetes Composite,147.84,220.38000000000002,5,356.6,62.3,223.4,147.8,4.1,5.6,High,Low,-0.20551070470742405,-0.762230484001508,0.5567197792940839
Del Norte,Diabetes Long-term Complications,73.6,111.2,5,,,,,,,,,-0.4846904334499098,,
Del Norte,Diabetes Short-term Complications,52.4,73.82000000000001,5,,,,,,,,,-0.564413093058486,,
Del Norte,Heart Failure,265.02,377.6,5,389.8,78.8,353.7,161.2,3.8,4.9,High,Low,0.23514501477054564,-0.6088119809255524,0.8439569956960981
Del Norte,Hypertension,42.48,64.36,5,80.8,78.8,49.0,161.5,2.4,3.0,High,Low,-0.6017172809508009,-0.6088119809255524,0.007094699974751539
Del Norte,Lower-Extremity Amputation (Diabetes),21.4,35.38,5,,,,,,,,,-0.68098868022197,,
Del Norte,Overall Composite,627.02,889.5200000000001,5,,,,,,,,,1.5964470326151015,,
Del Norte,Uncontrolled Diabetes,10.379999999999999,15.86,5,,,,,,,,,-0.7224294212071828,,
Del Norte,Urinary Tract Infection,35.260000000000005,44.739999999999995,5,57.1,79.9,84.4,140.1,2.8,3.7,Low,Low,-0.6288681112514575,-0.5985840807204887,-0.03028403053096873
El Dorado,Acute Composite,207.71999999999997,196.26,5,,,,,,,,,0.01966820365868633,,
El Dorado,Asthma in Younger Adults (Age 18-39),27.525,19.375,5,20.8,284.6,16.0,351.2,1.9,2.5,High,Low,-0.6579556005001526,1.3047351665309102,-1.9626907670310627
El Dorado,COPD or Asthma in Older Adults (Age 40+),215.98000000000002,157.26,5,165.3,110.4,134.7,232.4,3.2,3.9,High,Low,0.05072995688353742,-0.314992302307359,0.3657222591908964
El Dorado,Chronic Composite,651.5,598.86,5,,,,,,,,,1.6885041414461368,,
El Dorado,Community-Acquired Pneumonia,108.94000000000001,101.78,5,108.3,74.2,88.5,133.3,3.8,4.5,High,Low,-0.3517942640835379,-0.6515831999649097,0.29978893588137173
El Dorado,Diabetes Composite,175.16,148.44,5,147.6,80.7,223.4,147.8,4.2,5.6,Low,Low,-0.1027737678910891,-0.5911456078440788,0.48837183995298966
El Dorado,Diabetes Long-term Complications,62.42,55.92,5,,,,,,,,,-0.5267328548849984,,
El Dorado,Diabetes Short-term Complications,89.52000000000001,68.14,5,,,,,,,,,-0.4248232286872431,,
El Dorado,Heart Failure,297.82,304.68,5,312.7,104.6,353.7,161.2,4.2,4.9,Low,Low,0.35848950699513527,-0.36892123066133126,0.7274107376564665
El Dorado,Hypertension,34.6,27.7,5,23.2,105.5,49.0,161.5,2.6,3.0,Low,Low,-0.6313500431071962,-0.36055294867537,-0.2707970944318262
El Dorado,Lower-Extremity Amputation (Diabetes),16.24,15.059999999999999,5,,,,,,,,,-0.7003928747304725,,
El Dorado,Overall Composite,860.36,795.12,5,,,,,,,,,2.473922758703081,,
El Dorado,Uncontrolled Diabetes,18.64,15.86,5,,,,,,,,,-0.691367667982332,,
El Dorado,Urinary Tract Infection,99.1,94.46000000000001,5,83.8,83.1,84.4,140.1,3.2,3.7,Low,Low,-0.3887976117509148,-0.568830189214849,0.18003257746393414
Fresno,Acute Composite,259.44,255.8,5,,,,,,,,,0.21416140908111855,,
Fresno,Asthma in Younger Adults (Age 18-39),24.0,26.080000000000002,5,28.4,317.7,16.0,351.2,2.0,2.5,High,Low,-0.6712113729114842,1.6125019817923718,-2.283713354703856
Fresno,COPD or Asthma in Older Adults (Age 40+),230.54000000000002,234.88000000000002,5,234.8,246.1,134.7,232.4,4.3,3.9,High,High,0.1054828778222577,0.9467586593536805,-0.8412757815314228
Fresno,Chronic Composite,879.3,948.4200000000001,5,,,,,,,,,2.545146681957158,,
Fresno,Community-Acquired Pneumonia,129.76,129.57999999999998,5,142.6,131.2,88.5,133.3,5.0,4.5,High,Low,-0.2735005955434174,-0.12159200752070015,-0.15190858802271723
Fresno,Diabetes Composite,263.84000000000003,323.41999999999996,5,335.1,142.7,223.4,147.8,6.3,5.6,High,Low,0.23070762145270998,-0.014663959922306962,0.24537158137501694
Fresno,Diabetes Long-term Complications,135.46,158.18,5,,,,,,,,,-0.2520657295165832,,
Fresno,Diabetes Short-term Complications,75.62,100.04,5,,,,,,,,,-0.47709421777022465,,
Fresno,Heart Failure,406.18,418.84,5,451.5,160.6,353.7,161.2,5.3,4.9,High,Low,0.765977591673688,0.15177187068736595,0.614205720986322
Fresno,Hypertension,53.46,63.36,5,68.1,160.7,49.0,161.5,3.7,3.0,High,Low,-0.5604269600780571,0.15270167979691715,-0.7131286398749743
Fresno,Lower-Extremity Amputation (Diabetes),55.160000000000004,68.36,5,,,,,,,,,-0.5540341052981241,,
Fresno,Overall Composite,1138.58,1204.14,5,,,,,,,,,3.5201698509812918,,
Fresno,Uncontrolled Diabetes,33.54,39.519999999999996,5,,,,,,,,,-0.635336176087625,,
Fresno,Urinary Tract Infection,130.22,126.22,5,144.2,137.4,84.4,140.1,4.5,3.7,High,Low,-0.2717707642500237,-0.0639438427285228,-0.20782692152150092
Glenn,Acute Composite,352.7,354.12,5,,,,,,,,,0.5648659013026193,,
Glenn,Asthma in Younger Adults (Age 18-39),19.240000000000002,17.4,5,0.0,48.3,16.0,351.2,0.0,2.5,Low,Low,-0.6891113662952967,-0.8924037593386822,0.20329239304338553
Glenn,COPD or Asthma in Older Adults (Age 40+),290.65999999999997,278.04,5,225.5,29.3,134.7,232.4,6.6,3.9,High,Low,0.33156430686318206,-1.0690674901534187,1.400631797016601
Glenn,Chronic Composite,1050.7199999999998,1122.98,5,,,,,,,,,3.1897720739431072,,
Glenn,Community-Acquired Pneumonia,191.56,189.45999999999998,5,213.0,18.2,88.5,133.3,3.8,4.5,High,Low,-0.041101521778794274,-1.172276301313607,1.1311747795348128
Glenn,Diabetes Composite,253.38000000000002,280.41999999999996,5,324.3,18.2,223.4,147.8,4.6,5.6,High,Low,0.19137276204206338,-1.172276301313607,1.3636490633556704
Glenn,Diabetes Long-term Complications,126.58,138.7,5,,,,,,,,,-0.2854589944847038,,
Glenn,Diabetes Short-term Complications,77.1,83.28,5,,,,,,,,,-0.4715286736088713,,
Glenn,Heart Failure,579.98,627.74,5,726.0,18.2,353.7,161.2,4.5,4.9,High,Low,1.4195529803515439,-1.172276301313607,2.591829281665151
Glenn,Hypertension,33.339999999999996,37.38,5,58.1,18.2,49.0,161.5,3.3,3.0,High,Low,-0.63608827664997,-1.172276301313607,0.536188024663637
Glenn,Lower-Extremity Amputation (Diabetes),50.14,56.5,5,,,,,,,,,-0.5729118294129852,,
Glenn,Overall Composite,1400.16,1477.08,5,,,,,,,,,4.503842176472395,,
Glenn,Uncontrolled Diabetes,31.9,36.32,5,,,,,,,,,-0.6415034006988545,,
Glenn,Urinary Tract Infection,161.35999999999999,164.66,5,193.6,18.2,84.4,140.1,3.7,3.7,High,Low,-0.15466870669289817,-1.172276301313607,1.0176075946207088
Humboldt,Acute Composite,157.35999999999999,178.74,5,,,,,,,,,-0.16971071793979933,,
Humboldt,Asthma in Younger Adults (Age 18-39),12.575,10.424999999999999,5,0.0,279.6,16.0,351.2,0.0,2.5,Low,Low,-0.7141751175354458,1.258244711053348,-1.9724198285887937
Humboldt,COPD or Asthma in Older Adults (Age 40+),134.44,145.22,5,149.9,180.0,134.7,232.4,4.9,3.9,High,Low,-0.255901442384543,0.33215483794030753,-0.5880562803248506
Humboldt,Chronic Composite,526.92,631.36,5,,,,,,,,,1.2200207011613997,,
Humboldt,Community-Acquired Pneumonia,94.4,109.5,5,113.6,107.5,88.5,133.3,4.4,4.5,High,Low,-0.40647197496602366,-0.34195676648434514,-0.06451520848167852
Humboldt,Diabetes Composite,153.44,193.4,5,199.7,110.1,223.4,147.8,5.5,5.6,Low,Low,-0.18445188896176243,-0.3177817296360128,0.13332984067425038
Humboldt,Diabetes Long-term Complications,70.0,87.2,5,,,,,,,,,-0.4982282435721208,,
Humboldt,Diabetes Short-term Complications,55.8,71.14,5,,,,,,,,,-0.55162738349862,,
Humboldt,Heart Failure,264.86,319.94,5,350.9,131.9,353.7,161.2,5.8,4.9,Low,Low,0.2345433343206697,-0.11508334375384127,0.349626678074511
Humboldt,Hypertension,20.9,25.619999999999997,5,20.2,130.3,49.0,161.5,4.1,3.0,Low,Low,-0.6828689316278327,-0.12996028950666114,-0.5529086421211715
